productName,SKU,productType,productSection,pageTemplate,productOrder,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageTitle,pageSubtitle,pageCopys,pageResources,pageKeywords,pageVideos,pageStatus,pageIcons,pageSeoTitle,pageSeoDescription
Funda De Sillón Niza Sofá Greige,87634,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,38,[],[],[],[],[],Greige,Funda de Sillón,[],['#eeebea' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Verde,88523,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,39,[],[],[],[],[],Verde,Funda de Sillón,[],['#e7e4e1' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Gris,86677,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,40,[],[],[],[],[],Gris,Funda de Sillón,[],['#ece7e2' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Mango,88526,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,41,[],[],[],[],[],Mango,Funda de Sillón,[],['#f8e2c2' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Marino,87640,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,42,[],[],[],[],[],Marino,Funda de Sillón,[],['#c5cad5' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Kaki,88529,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,43,[],[],[],[],[],Kaki,Funda de Sillón,[],['#e7e3e0' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Café,81009,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,44,[],[],[],[],[],Café,Funda de Sillón,[],['#d5cac6' '' 'VARIANTES'],[],[],Activa,[],,
Fundas De Silla Niza Gris,86672,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,45,[],[],[],[],[],Niza Gris,,[],['#d3d3d3' '#6f6f6f'],[],[],Activa,[],,
Fundas De Silla Niza Kaki,86673,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,46,[],[],[],[],[],Niza Kaki,,[],['#eae1d9' '#b99c82'],[],[],Activa,[],,
Fundas De Silla Niza Greige,88532,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,47,[],[],[],[],[],Niza Greige,,[],['#e6e2df' '#aca097'],[],[],Activa,[],,
Fundas De Silla Niza Verde,88533,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,48,[],[],[],[],[],Niza Verde,,[],['#dee1da' '#929d85'],[],[],Activa,[],,
Fundas De Silla Niza Café,87641,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,49,[],[],[],[],[],Niza Café,,[],['#c7c0c1' '#453031'],[],[],Activa,[],,
Protector De Sala Sofá Dammar,81367,Protectores De Sala,Página 8 / Comedor y Sala,AmbienteConMiniambiente,50,[],[],[],[],[], Dammar,Protector de Sala,[],['#eae6e1' '' 'VARIANTES'],[],[],Activa,[],,
Protector De Sala Sofá Gris Neutral,88583,Protectores De Sala,Página 8 / Comedor y Sala,AmbienteConMiniambiente,51,[],[],[],[],[], Gris Neutral,Protector de Sala,[],['#e0dcd8' '' 'VARIANTES'],[],[],Activa,[],,
Protector De Sala Sofá Beige,88580,Protectores De Sala,Página 8 / Comedor y Sala,AmbienteConMiniambiente,52,[],[],[],[],[], Beige,Protector de Sala,[],['#d0cdcb' '' 'VARIANTES'],[],[],Activa,[],,
Protector De Sala Sofá Café,87840,Protectores De Sala,Página 8 / Comedor y Sala,AmbienteConMiniambiente,53,[],[],[],[],[], Café,Protector de Sala,[],['#cfc9c5' '' 'VARIANTES'],[],[],Activa,[],,
Adorno De Pared Cruz,71427,Decoración,Página 9 / Decoración,Sublinea,1,[],[],[],[],[],Adorno De Pared Cruz,,[],[],[],[],Activa,[],,
Figura Decorativa Sagrada Familia,42564,Decoración,Página 9 / Decoración,Sublinea,2,[],[],[],[],[],Figura Decorativa Sagrada Familia,,[],[],[],[],Activa,[],,
Jgo De Velas Led,77562,Decoración,Página 9 / Decoración,Sublinea,3,[],[],[],[],[],Jgo De Velas Led,,[],[],[],[],Activa,[],,
Cuadro Virgen,71428,Cuadros,Página 9 / Decoración,Sublinea,4,[],[],[],[],[],Cuadro Virgen,,[],[],[],[],Activa,[],,
Cuadro Virgen De Guadalupe,87310,Cuadros,Página 9 / Decoración,Sublinea,5,[],[],[],[],[],Cuadro Virgen De Guadalupe,,[],[],[],[],Activa,[],,
Cuadro Angelito,87577,Cuadros,Página 9 / Decoración,Sublinea,6,[],[],[],[],[],Cuadro Angelito,,[],[],[],[],Activa,[],,
Jgo Espejos Auria,51001,Espejos,Página 9 / Decoración,Sublinea,7,[],[],[],[],[],Auria,,[],[],[],[],Activa,[],,
Jgo Espejos Gota,42624,Espejos,Página 9 / Decoración,Sublinea,8,[],[],[],[],[],Gota,,[],[],[],[],Activa,[],,
Jgo Espejos Asturias,86920,Espejos,Página 9 / Decoración,Sublinea,9,[],[],[],[],[],Asturias,,[],[],[],[],Activa,[],,
Jgo Espejos Deco,88181,Espejos,Página 9 / Decoración,Sublinea,10,[],[],[],[],[],Deco,,[],[],[],[],Activa,[],,
Portarretratos Love,51009,Portarretratos,Página 9 / Decoración,Sublinea,11,[],[],[],[],[],Love,,[],[],[],[],Activa,[],,
Portarretratos Luro,51130,Portarretratos,Página 9 / Decoración,Sublinea,12,[],[],[],[],[],Luro,,[],[],[],[],Activa,[],,
Portarretratos Home,88197,Portarretratos,Página 9 / Decoración,Sublinea,13,[],[],[],[],[],Home,,[],[],[],[],Activa,[],,
Perchero Tula,87241,Repisas,Página 9 / Decoración,Sublinea,14,[],[],[],[],[],Perchero Tula,,[],[],[],[],Activa,[],,
Repisa Calkini,51117,Repisas,Página 9 / Decoración,Sublinea,15,[],[],[],[],[],Calkini,,[],[],[],[],Activa,[],,
Repisa Parra,55176,Repisas,Página 9 / Decoración,Sublinea,16,[],[],[],[],[],Parra,,[],[],[],[],Activa,[],,
Repisa Comitán,42627,Repisas,Página 9 / Decoración,Sublinea,17,[],[],[],[],[],Comitán,,[],[],[],[],Activa,[],,
Jgo Repisas Taxco,54823,Repisas,Página 9 / Decoración,Sublinea,18,[],[],[],[],[],Jgo Repisas Taxco,,[],[],[],[],Activa,[],,
Jgo Repisas Tonalá,88176,Repisas,Página 9 / Decoración,Sublinea,19,[],[],[],[],[],Jgo Repisas Tonalá,,[],[],[],[],Activa,[],,
Repisa Mina Natural,51213,Repisas,Página 9 / Decoración,Sublinea,20,[],[],[],[],[],Mina Natural,,[],[],[],[],Activa,[],,
Repisa Ixtlán,88175,Repisas,Página 9 / Decoración,Sublinea,21,[],[],[],[],[],Ixtlán,,[],[],[],[],Activa,[],,
Tapete Decorativo Mumbai Hojas,88584,Tapetes Decorativos,Página 9 / Decoración,VariantesDeColor,22,[],[],[],[],[],Mumbai Hojas,,[],['#dad8d9' '#848081'],[],[],Activa,[],,
Tapete Decorativo Mumbai Azul,87758,Tapetes Decorativos,Página 9 / Decoración,VariantesDeColor,23,[],[],[],[],[],Mumbai Azul,,[],['#c0c8d0' '#2f4964'],[],[],Activa,[],,
Tapete Decorativo Everest Aria,88715,Tapetes Decorativos,Página 9 / Decoración,VariantesDeColor,24,[],[],[],[],[],Everest Aria,,[],['#e1e1dc' '#9b9b8d'],[],[],Activa,[],,
Tapete Decorativo Everest Deep Rose,88236,Tapetes Decorativos,Página 9 / Decoración,VariantesDeColor,25,[],[],[],[],[],Everest Deep Rose,,[],['#f0dcd8' '#d08b7e'],[],[],Activa,[],,
Tapete Decorativo Everest Barrow,87229,Tapetes Decorativos,Página 9 / Decoración,VariantesDeColor,26,[],[],[],[],[],Everest Barrow,,[],['#e9eaec' '#b7bcc0'],[],[],Activa,[],,
Bolsa De Regalo Vianney 24-25,88757,Bolsa De Regalo,Página 9 / Decoración,Sublinea,27,[],[],[],[],[],Bolsa De Regalo Vianney 24-25,,[],[],[],[],Activa,[],,
Cortinas Blackout Larga Catania Kaki,88629,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,1,[],[],[],[],[],Catania Kaki,,[],['#e7e1d8' '#af9b7e'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Blush,88631,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,2,[],[],[],[],[],Catania Blush,,[],['#dccfd1' '#8d6266'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Celeste,88414,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,3,[],[],[],[],[],Catania Celeste,,[],['#e0e6e8' '#98aeb5'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Marino,63946,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,4,[],[],[],[],[],Catania Marino,,[],['#b5b3c6' '#0b0441'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Beige,63930,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,5,[],[],[],[],[],Catania Beige,,[],['#fbf7e5' '#f4e6ab'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Gris,63961,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,6,[],[],[],[],[],Catania Gris,,[],['#d3d1d2' '#6d6869'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Deep Rose,87546,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,7,[],[],[],[],[],Catania Deep Rose,,[],['#efdcdb' '#cc8c88'],[],[],Activa,[],,
Cortinas Blackout Larga Catania Lila,87548,Cortinas Blackout,Página 10 / Cortinas,VariantesDeColor,8,[],[],[],[],[],Catania Lila,,[],['#e6dcdc' '#ae8c8b'],[],[],Activa,[],,
Cortinas Ravenna Larga Marfil,63932,Cortinas Ravenna,Página 10 / Cortinas,VariantesDeColor,9,[],[],[],[],[],Marfil,,[],['#fffaf5' '#fff1df'],[],[],Activa,[],,
Cortinas Ravenna Larga Kaki,87835,Cortinas Ravenna,Página 10 / Cortinas,VariantesDeColor,10,[],[],[],[],[],Kaki,,[],['#ece3d9' '#c0a383'],[],[],Activa,[],,
Cortinas Ravenna Larga Gris Glaciar,87836,Cortinas Ravenna,Página 10 / Cortinas,VariantesDeColor,11,[],[],[],[],[],Gris Glaciar,,[],['#eeeded' '#c9c5c3'],[],[],Activa,[],,
"Cortinas Duo 1,30X1,50 Gris",64136,Cortinas Duo,Página 10 / Cortinas,Sublinea,12,[],[],[],[],[],"Cortinas Duo 1,30X1,50 Gris",,[],[],[],[],Activa,[],,
Cortinas Viasoft Larga Gris,63988,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,13,[],[],[],[],[],Gris,,[],['#dcdeda' '#8c9384'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Marino,63987,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,14,[],[],[],[],[],Marino,,[],['#b5b3c6' '#0b0441'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Lila,88488,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,15,[],[],[],[],[],Lila,,[],['#e6dcdc' '#ae8c8b'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Almond,88486,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,16,[],[],[],[],[],Almond,,[],['#f3eeeb' '#d8c9be'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Rosa Matura,64045,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,17,[],[],[],[],[],Rosa Matura,,[],['#f9ece8' '#ecc2b3'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Corta Terracota,88649,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,18,[],[],[],[],[],Terracota,,[],['#f2ddd6' '#d68f77'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Blush,88457,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,19,[],[],[],[],[],Blush,,[],['#dfcfd1' '#975f66'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Larga Glaciar,87473,Cortinas Viasoft,Página 10 / Cortinas,VariantesDeColor,20,[],[],[],[],[],Glaciar,,[],['#f1eeec' '#d1c7c1'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Washed Larga Kaki,88627,Cortinas Viasoft Washed,Página 10 / Cortinas,VariantesDeColor,21,[],[],[],[],[],Washed Kaki,,[],['#f0eae0' '#cebb9a'],['viasoft'],[],Activa,[],,
Cortinas Viasoft Washed Larga Mint,88549,Cortinas Viasoft Washed,Página 10 / Cortinas,VariantesDeColor,22,[],[],[],[],[],Washed Mint,,[],['#e4eaea' '#a6bcba'],['viasoft'],[],Activa,[],,
Cortinas Translúcidas Larga Tergal Beige,87863,Cortinas Translúcidas,Página 10 / Cortinas,Sublinea,23,[],[],[],[],[],Tergal Beige,,[],[],[],[],Activa,[],,
Cortinas Translúcidas Larga Tergal Blanco,87865,Cortinas Translúcidas,Página 10 / Cortinas,Sublinea,24,[],[],[],[],[],Tergal Blanco,,[],[],[],[],Activa,[],,
Cortinas Translúcidas Larga Tarento,88530,Cortinas Translúcidas,Página 10 / Cortinas,Sublinea,25,[],[],[],[],[],Tarento,,[],[],[],[],Activa,[],,
Cortinas Translúcidas Larga Verona,87868,Cortinas Translúcidas,Página 10 / Cortinas,Sublinea,26,[],[],[],[],[],Verona,,[],[],[],[],Activa,[],,
Cortinas Translúcidas Larga Florencia,87448,Cortinas Translúcidas,Página 10 / Cortinas,Sublinea,27,[],[],[],[],[],Florencia,,[],[],[],[],Activa,[],,
Sujetadores De Cortina Gris,87624,Sujetadores De Cortina,Página 10 / Cortinas,Sublinea,28,[],[],[],[],[],Sujetadores De Cortina Gris,,[],[],[],[],Activa,[],,
Terminales Congo,65172,Terminales,Página 10 / Cortinas,Sublinea,29,[],[],[],[],[],Terminales Congo,,[],[],[],[],Activa,[],,
Terminales Nilo,65169,Terminales,Página 10 / Cortinas,Sublinea,30,[],[],[],[],[],Terminales Nilo,,[],[],[],[],Activa,[],,
Terminales Cartago,65010,Terminales,Página 10 / Cortinas,Sublinea,31,[],[],[],[],[],Terminales Cartago,,[],[],[],[],Activa,[],,
"Tubo 1,00A1,80 Sencillo Congo",65174,Tubos,Página 10 / Cortinas,Sublinea,32,[],[],[],[],[],Tubo Sencillo Congo,,[],[],[],[],Activa,[],,
"Tubo 1,00A1,80 Doble Congo",65176,Tubos,Página 10 / Cortinas,Sublinea,33,[],[],[],[],[],Tubo Doble Congo,,[],[],[],[],Activa,[],,
"Tubo 1,00A1,80 Sencillo Olimpia",65151,Tubos,Página 10 / Cortinas,Sublinea,34,[],[],[],[],[],Tubo Sencillo Olimpia,,[],[],[],[],Activa,[],,
"Tubo 1,00A1,80 Doble Olimpia",65153,Tubos,Página 10 / Cortinas,Sublinea,35,[],[],[],[],[],Tubo Doble Olimpia,,[],[],[],[],Activa,[],,
Toalla Caribe Baño Marino,44199,Toallas Caribe,Página 11 / Baño,VariantesDeColor,1,[],[],[],[],[],Marino,,[],['#b6c1ca' '#0d334f'],[],[],Activa,[],,
Toalla Caribe Baño Turquesa,44203,Toallas Caribe,Página 11 / Baño,VariantesDeColor,2,[],[],[],[],[],Turquesa,,[],['#b4d2d7' '#076c7c'],[],[],Activa,[],,
Toalla Caribe Baño Deep Rose,87432,Toallas Caribe,Página 11 / Baño,VariantesDeColor,3,[],[],[],[],[],Deep Rose,,[],['#f3e1e1' '#d89d9b'],[],[],Activa,[],,
Toalla Caribe Baño Lila,86716,Toallas Caribe,Página 11 / Baño,VariantesDeColor,4,[],[],[],[],[],Lila,,[],['#e9e6ee' '#b6aec9'],[],[],Activa,[],,
Toalla Caribe Baño Bugambilia,44204,Toallas Caribe,Página 11 / Baño,VariantesDeColor,5,[],[],[],[],[],Bugambilia,,[],['#d2bbc9' '#6c1d4c'],[],[],Activa,[],,
Toalla Caribe Baño Aqua,88450,Toallas Caribe,Página 11 / Baño,VariantesDeColor,6,[],[],[],[],[],Aqua,,[],['#e0eaec' '#99b9c1'],[],[],Activa,[],,
Toalla Caribe Baño Olivo,88769,Toallas Caribe,Página 11 / Baño,VariantesDeColor,7,[],[],[],[],[],Olivo,,[],['#d8d8cf' '#807d5f'],[],[],Activa,[],,
Toalla Caribe Baño Gris,88770,Toallas Caribe,Página 11 / Baño,VariantesDeColor,8,[],[],[],[],[],Gris,,[],['#e2e0e0' '#9f9a98'],[],[],Activa,[],,
Toalla Balandra 1/2 Baño Azul,88531,Toallas Balandra,Página 11 / Baño,Sublinea,9,[],[],[],[],[],Azul,,[],['INDIVIDUAL'],[],[],Activa,[],,
Toalla Balandra 1/2 Baño Rosa,48528,Toallas Balandra,Página 11 / Baño,Sublinea,10,[],[],[],[],[],Rosa,,[],['INDIVIDUAL'],[],[],Activa,[],,
Toalla Balandra 1/2 Baño Hojas,87643,Toallas Balandra,Página 11 / Baño,Sublinea,11,[],[],[],[],[],Hojas,,[],['INDIVIDUAL'],[],[],Activa,[],,
Toalla Modal Baño Ocre,88412,Toallas Modal,Página 11 / Baño,VariantesDeColor,12,[],[],[],[],[],Ocre,,[],['#ddcfc2' '#905f36'],[],[],Activa,[],,
Toalla Modal Baño Blush,88413,Toallas Modal,Página 11 / Baño,VariantesDeColor,13,[],[],[],[],[],Blush,,[],['#e6d6da' '#ac7984'],[],[],Activa,[],,
Toalla Modal Baño Azul,42536,Toallas Modal,Página 11 / Baño,VariantesDeColor,14,[],[],[],[],[],Azul,,[],['#cdd2dc' '#596c8d'],[],[],Activa,[],,
Toalla Modal Baño Lila,42486,Toallas Modal,Página 11 / Baño,VariantesDeColor,15,[],[],[],[],[],Lila,,[],['#eadeec' '#bb93c1'],[],[],Activa,[],,
Toalla Modal Baño Deep Blue,42572,Toallas Modal,Página 11 / Baño,VariantesDeColor,16,[],[],[],[],[],Deep Blue,,[],['#b8cdd4' '#155971'],[],[],Activa,[],,
Toalla Modal Baño Verde,42832,Toallas Modal,Página 11 / Baño,VariantesDeColor,17,[],[],[],[],[],Verde,,[],['#dfe0d9' '#959982'],[],[],Activa,[],,
Jgo Toallas Voga Lyon Pullman,88783,Toallas Voga,Página 11 / Baño,VariantesDeColor,18,[],[],[],[],[],Jgo Toallas Voga Lyon,,[],['#e5eedf' '#aac797'],[],[],Activa,[],,
Jgo Toallas Voga Arlés Pullman,42576,Toallas Voga,Página 11 / Baño,VariantesDeColor,19,[],[],[],[],[],Jgo Toallas Voga Arlés,,[],['#f3e4e1' '#d7a89e'],[],[],Activa,[],,
Jgo Toallas Voga Marsella Pullman,86722,Toallas Voga,Página 11 / Baño,VariantesDeColor,20,[],[],[],[],[],Jgo Toallas Voga Marsella,,[],['#eaf2f2' '#bad4d4'],[],[],Activa,[],,
Toalla Tulum 1/2 Baño Verde,88767,Toallas Tulum,Página 11 / Baño,VariantesDeColor,21,[],[],[],[],[],Verde,,[],['#e0ddd3' '#99906e'],[],[],Activa,[],,
Toalla Tulum 1/2 Baño Aqua,88768,Toallas Tulum,Página 11 / Baño,VariantesDeColor,22,[],[],[],[],[],Aqua,,[],['#cfdce0' '#618d99'],[],[],Activa,[],,
Toalla Tulum 1/2 Baño Bugambilia,43842,Toallas Tulum,Página 11 / Baño,VariantesDeColor,23,[],[],[],[],[],Bugambilia,,[],['#e0c5d9' '#983f82'],[],[],Activa,[],,
Toalla Tulum Baño Marino,88766,Toallas Tulum,Página 11 / Baño,VariantesDeColor,24,[],[],[],[],[],Marino,,[],['#bfc8d8' '#2a497e'],[],[],Activa,[],,
Toalla Tulum 1/2 Baño Deep Rose,87437,Toallas Tulum,Página 11 / Baño,VariantesDeColor,25,[],[],[],[],[],Deep Rose,,[],['#e8d8d3' '#b37d6d'],[],[],Activa,[],,
Toalla Tulum 1/2 Baño Capri,88664,Toallas Tulum,Página 11 / Baño,VariantesDeColor,26,[],[],[],[],[],Capri,,[],['#e5d5bd' '#aa7323'],[],[],Activa,[],,
Toalla Tulum Baño Rosé,88765,Toallas Tulum,Página 11 / Baño,VariantesDeColor,27,[],[],[],[],[],Rosé,,[],['#f5eded' '#dfc6c4'],[],[],Activa,[],,
Toalla Mawi Baño Franjas,42466,Toallas Mawi,Página 11 / Baño,VariantesDeColor,28,[],[],[],[],[],Franjas,,[],['#cfd5d7' '#5f757c'],[],[],Activa,[],,
Toalla Mawi Baño Gris,42567,Toallas Mawi,Página 11 / Baño,VariantesDeColor,29,[],[],[],[],[],Gris,,[],['#dfdddd' '#968e8e'],[],[],Activa,[],,
Toalla Mawi Baño Deep Blue,42604,Toallas Mawi,Página 11 / Baño,VariantesDeColor,30,[],[],[],[],[],Deep Blue,,[],['#bdc8cd' '#234a5b'],[],[],Activa,[],,
Toalla Mawi Baño Malva,87434,Toallas Mawi,Página 11 / Baño,VariantesDeColor,31,[],[],[],[],[],Malva,,[],['#eae2e5' '#bc9faa'],[],[],Activa,[],,
Toalla Mawi Baño Kentia,87815,Toallas Mawi,Página 11 / Baño,VariantesDeColor,32,[],[],[],[],[],Kentia,,[],['#e5e8e7' '#a9b4b1'],[],[],Activa,[],,
Toalla Microsport Gym Lila,88566,Toallas Microsport,Página 11 / Baño,Sublinea,33,[],[],[],[],[],Gym Lila,,[],[],[],[],Activa,[],,
Toalla Microsport Gym Negro,42459,Toallas Microsport,Página 11 / Baño,Sublinea,34,[],[],[],[],[],Gym Negro,,[],[],[],[],Activa,[],,
Toalla Bordada Pullman Creta,87858,Toalla Bordada,Página 11 / Baño,Sublinea,35,[],[],[],[],[],Toalla Bordada Creta,,[],[],[],[],Activa,[],,
Bata De Baño Uni Tulum Gris,88408,Batas De Baño,Página 11 / Baño,VariantesDeColor,36,[],[],[],[],[],Tulum Gris,,[],['#e3e1e0' '#a49e99'],[],[],Activa,[],,
Bata De Baño Uni Tulum Marino,88394,Batas De Baño,Página 11 / Baño,VariantesDeColor,37,[],[],[],[],[],Tulum Marino,,[],['#bec8d4' '#284971'],[],[],Activa,[],,
Bata De Baño Uni Tulum Deep Rose,88395,Batas De Baño,Página 11 / Baño,VariantesDeColor,38,[],[],[],[],[],Tulum Deep Rose,,[],['#f5dcda' '#de8b84'],[],[],Activa,[],,
Bata De Baño Uni Soft Gris,88407,Batas De Baño,Página 11 / Baño,VariantesDeColor,39,[],[],[],[],[],Gris,,[],['#e4e5e5' '#a6abaa'],[],[],Activa,[],,
Bata De Baño Uni Soft Marino,52043,Batas De Baño,Página 11 / Baño,VariantesDeColor,40,[],[],[],[],[],Marino,,[],['#c2c2cc' '#343656'],[],[],Activa,[],,
Bata De Baño Uni Soft Rosa Matura,77493,Batas De Baño,Página 11 / Baño,VariantesDeColor,41,[],[],[],[],[],Rosa Matura,,[],['#f6e7e8' '#e2b1b3'],[],[],Activa,[],,
Salida De Baño Uni Tulum Rosé,88405,Salidas De Baño,Página 11 / Baño,Sublinea,42,[],[],[],[],[],Tulum Rosé,,[],[],[],[],Activa,[],,
Salida De Baño Uni Tulum Deep Rose,88397,Salidas De Baño,Página 11 / Baño,Sublinea,43,[],[],[],[],[],Tulum Deep Rose,,[],[],[],[],Activa,[],,
Toalla Para Cabeza Tulum Rosé,88406,Toallas Para Cabeza,Página 11 / Baño,Sublinea,44,[],[],[],[],[],Rosé,,[],[],[],[],Activa,[],,
Toalla Para Cabeza Tulum Deep Rose,88396,Toallas Para Cabeza,Página 11 / Baño,Sublinea,45,[],[],[],[],[],Deep Rose,,[],[],[],[],Activa,[],,
Toalla Para Cabeza Tulum Candy,88403,Toallas Para Cabeza,Página 11 / Baño,Sublinea,46,[],[],[],[],[],Candy,,[],[],[],[],Activa,[],,
Cortina De Baño Aqua,88410,Cortinas De Baño,Página 11 / Baño,Sublinea,47,[],[],[],[],[],Cortina De Aqua,,[],[],[],[],Activa,[],,
Cortina De Baño Zamia,86546,Cortinas De Baño,Página 11 / Baño,Sublinea,48,[],[],[],[],[],Cortina De Zamia,,[],[],[],[],Activa,[],,
Cortina De Baño Hojarasca,87418,Cortinas De Baño,Página 11 / Baño,Sublinea,49,[],[],[],[],[],Cortina De Hojarasca,,[],[],[],[],Activa,[],,
"Tubo Blanco 1,05A1,83",65182,Tubo Blanco,Página 11 / Baño,Sublinea,50,[],[],[],[],[],Tubo Blanco,,[],[],[],[],Activa,[],,
Tapete De Baño Soft Aqua,88409,Tapetes De Baño,Página 11 / Baño,VariantesDeColor,51,[],[],[],[],[],Aqua,,[],['#d0e2df' '#63a195'],[],[],Activa,[],,
Tapete De Baño Soft Gris Glacial,87622,Tapetes De Baño,Página 11 / Baño,VariantesDeColor,52,[],[],[],[],[],Gris Glacial,,[],['#e9e7e9' '#b6b0b6'],[],[],Activa,[],,
Tapete De Baño Soft Incienso,87623,Tapetes De Baño,Página 11 / Baño,VariantesDeColor,53,[],[],[],[],[],Incienso,,[],['#eae0d8' '#b9987f'],[],[],Activa,[],,
Vianney Home Velas 250 Gr Berry Mandarin,86728,Vianney Home Velas,Página 12 / Vialité,Sublinea,1,[],[],[],[],[],Berry Mandarin,,[],[],[],[],Activa,[],,
Vianney Home Velas 250 Gr Manzana-Canela,87886,Vianney Home Velas,Página 12 / Vialité,Sublinea,2,[],[],[],[],[],Manzana-Canela,,[],[],[],[],Activa,[],,
Vianney Home Velas 250 Gr Tropical,88654,Vianney Home Velas,Página 12 / Vialité,Sublinea,3,[],[],[],[],[],Tropical,,[],['INDIVIDUAL'],[],[],Activa,[],,
Difusor 60 Ml Manzana-Canela,57036,Difusores,Página 12 / Vialité,Sublinea,4,[],[],[],[],[],Manzana-Canela,,[],['INDIVIDUAL'],[],[],Activa,[],,
Difusor 60 Ml Frutos Rojos,77509,Difusores,Página 12 / Vialité,Sublinea,5,[],[],[],[],[],Frutos Rojos,,[],['INDIVIDUAL'],[],[],Activa,[],,
Difusor 60 Ml Lavanda,86682,Difusores,Página 12 / Vialité,Sublinea,6,[],[],[],[],[],Lavanda,,[],['INDIVIDUAL'],[],[],Activa,[],,
Difusor 60 Ml Berry Mandarin,87887,Difusores,Página 12 / Vialité,Sublinea,7,[],[],[],[],[],Berry Mandarin,,[],['INDIVIDUAL'],[],[],Activa,[],,
Difusor 60 Ml Floral Candy,88653,Difusores,Página 12 / Vialité,Sublinea,8,[],[],[],[],[],Floral Candy,,[],['INDIVIDUAL'],[],[],Activa,[],,
Protect 125 Ml Serenity,86852,Protect,Página 12 / Vialité,Sublinea,9,[],[],[],[],[],Serenity,,[],[],[],[],Activa,[],,
Protect 125 Ml Eucalité,86853,Protect,Página 12 / Vialité,Sublinea,10,[],[],[],[],[],Eucalité,,[],[],[],[],Activa,[],,
Repelente De Mosquitos 125 Ml,86855,Protect,Página 12 / Vialité,Sublinea,11,[],[],[],[],[],Repelente De Mosquitos ,,[],[],[],[],Activa,[],,
Protect 125 Ml Vialifresh,86854,Protect,Página 12 / Vialité,Sublinea,12,[],[],[],[],[],Vialifresh,,[],[],['vialifresh'],[],Activa,[],,
Bolsa De Regalo Vianney 24-25,88757,Bolsa De Regalo,Página 12 / Vialité,Sublinea,13,[],[],[],[],[],Bolsa De Regalo Vianney 24-25,,[],[],[],[],Activa,[],,
