productName,SKU,productType,productSection,productOrder,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageTemplate,pageTitle,pageSubtitle,pageCopys,pageResources,pageKeywords,pageVideos,pageStatus,pageProducts,pageIcons,pageSeoTitle,pageSeoDescription
Sábanas Camiseta Mat Azul,88869,Sábanas Camiseta,Página 6 / Básicos,47,[],[],[],[],[],VariantesDeColor,Azul,,[],[],[],[],Activa,['88869'],[],,
Sábanas Camiseta Mat Celeste,88772,Sábanas Camiseta,Página 6 / Básicos,48,[],[],[],[],[],VariantesDeColor,Celeste,,[],[],[],[],Activa,['88772'],[],,
Sábanas Camiseta Mat Almond,88776,Sábanas Camiseta,Página 6 / Básicos,49,[],[],[],[],[],VariantesDeColor,Almond,,[],[],[],[],Activa,['88776'],[],,
Sábanas Camiseta Mat Lila,88416,Sábanas Camiseta,Página 6 / Básicos,50,[],[],[],[],[],VariantesDeColor,Lila,,[],[],[],[],Activa,['88416'],[],,
Sábanas Camiseta Mat Gris Glacial,23737,Sábanas Camiseta,Página 6 / Básicos,51,[],[],[],[],[],VariantesDeColor,Gris Glacial,,[],[],[],[],Activa,['23737'],[],,
Sábanas Modal Mat Iris,88799,Sábanas Modal,Página 6 / Básicos,52,[],[],[],[],[],VariantesDeColor,Iris,,[],[],[],[],Activa,['88799'],[],,
Sábanas Modal Mat Perla,24908,Sábanas Modal,Página 6 / Básicos,53,[],[],[],[],[],VariantesDeColor,Perla,,[],[],[],[],Activa,['24908'],[],,
Sábanas Modal Mat Mint,87779,Sábanas Modal,Página 6 / Básicos,54,[],[],[],[],[],VariantesDeColor,Mint,,[],[],[],[],Activa,['87779'],[],,
Sábanas Viasoft Mat Jade,88634,Sábanas Viasoft,Página 6 / Básicos,55,[],[],[],[],[],VariantesDeColor,Jade,,[],[],['viasoft'],[],Activa,['88634'],[],,
Sábanas Viasoft Mat Almond,88494,Sábanas Viasoft,Página 6 / Básicos,56,[],[],[],[],[],VariantesDeColor,Almond,,[],[],['viasoft'],[],Activa,['88494'],[],,
Sábanas Viasoft Mat Celeste,88555,Sábanas Viasoft,Página 6 / Básicos,57,[],[],[],[],[],VariantesDeColor,Celeste,,[],[],['viasoft'],[],Activa,['88555'],[],,
Sábanas Viasoft Mat Marino,24317,Sábanas Viasoft,Página 6 / Básicos,58,[],[],[],[],[],VariantesDeColor,Marino,,[],[],['viasoft'],[],Activa,['24317'],[],,
Sábanas Viasoft Mat Gris,24146,Sábanas Viasoft,Página 6 / Básicos,59,[],[],[],[],[],VariantesDeColor,Gris,,[],[],['viasoft'],[],Activa,['24146'],[],,
Sábanas Viasoft Mat Lila,87489,Sábanas Viasoft,Página 6 / Básicos,60,[],[],[],[],[],VariantesDeColor,Lila,,[],[],['viasoft'],[],Activa,['87489'],[],,
Par Funda De Almohada Std Viasoft Marino,87674,Fundas De Almohada,Página 6 / Básicos,61,[],[],[],[],[],VariantesDeColor,Viasoft Marino,,[],[],['viasoft'],[],Activa,['87674'],[],,
Par Funda De Almohada Std Viasoft Washed Gris,88805,Fundas De Almohada,Página 6 / Básicos,62,[],[],[],[],[],VariantesDeColor,Viasoft Washed Gris,,[],[],['viasoft'],[],Activa,['88805'],[],,
Sábanas Viasoft Washed Mat Arena,88638,Sábanas Viasoft Washed,Página 6 / Básicos,63,[],[],[],[],[],VariantesDeColor,Arena,,[],[],['viasoft'],[],Activa,['88638'],[],,
Sábanas Viasoft Washed Mat Blush,88642,Sábanas Viasoft Washed,Página 6 / Básicos,64,[],[],[],[],[],VariantesDeColor,Blush,,[],[],['viasoft'],[],Activa,['88642'],[],,
Sábanas Viasoft Washed Mat Gris,88646,Sábanas Viasoft Washed,Página 6 / Básicos,65,[],[],[],[],[],VariantesDeColor,Gris,,[],[],['viasoft'],[],Activa,['88646'],[],,
Sábanas Viasoft Washed Mat Mint,88551,Sábanas Viasoft Washed,Página 6 / Básicos,66,[],[],[],[],[],VariantesDeColor,Mint,,[],[],['viasoft'],[],Activa,['88551'],[],,
Sábanas Viasoft Washed Mat Atlántico,88563,Sábanas Viasoft Washed,Página 6 / Básicos,67,[],[],[],[],[],VariantesDeColor,Atlántico,,[],[],['viasoft'],[],Activa,['88563'],[],,
Sábanas Viasoft Washed Mat Coral,88559,Sábanas Viasoft Washed,Página 6 / Básicos,68,[],[],[],[],[],VariantesDeColor,Coral,,[],[],['viasoft'],[],Activa,['88559'],[],,
Sábanas Viasoft Washed Mat Greige,87493,Sábanas Viasoft Washed,Página 6 / Básicos,69,[],[],[],[],[],VariantesDeColor,Greige,,[],[],['viasoft'],[],Activa,['87493'],[],,
Sábanas Viasoft Washed Mat Rose,87497,Sábanas Viasoft Washed,Página 6 / Básicos,70,[],[],[],[],[],VariantesDeColor,Rose,,[],[],['viasoft'],[],Activa,['87497'],[],,
Rodapié Mat Gris Glacial,39910,Rodapiés,Página 6 / Básicos,71,[],[],[],[],[],VariantesDeColor,Gris Glacial,,[],[],[],[],Activa,['39910'],[],,
Rodapié Mat Lila,88593,Rodapiés,Página 6 / Básicos,72,[],[],[],[],[],VariantesDeColor,Lila,,[],[],[],[],Activa,['88593'],[],,
Rodapié Mat Kaki,87851,Rodapiés,Página 6 / Básicos,73,[],[],[],[],[],VariantesDeColor,Kaki,,[],[],[],[],Activa,['87851'],[],,
Mosquitero Plegable Mat Gris,88885,Mosquitero Plegable,Página 6 / Básicos,74,[],[],[],[],[],Sublinea,Mosquitero Plegable Gris,,[],[],[],[],Activa,['88885'],[],,
Cojines Pampas,87710,Cojines,Página 7 / Complementos,1,[],[],[],[],[],Sublinea,Pampas,,[],[],[],[],Activa,['87710'],[],,
Cojines Trento,88802,Cojines,Página 7 / Complementos,2,[],[],[],[],[],Sublinea,Trento,,[],[],[],[],Activa,['88802'],[],,
Cojín Everest Barrow,87251,Cojín,Página 7 / Complementos,3,[],[],[],[],[],Sublinea,Barrow,,[],[],[],[],Activa,['87251'],[],,
Cojín Everest Bruselas,87252,Cojín,Página 7 / Complementos,4,[],[],[],[],[],Sublinea,Bruselas,,[],[],[],[],Activa,['87252'],[],,
Cojín Cuadrado Everest Deep Rose,88217,Cojín,Página 7 / Complementos,5,[],[],[],[],[],Sublinea,Cuadrado Everest Deep Rose,,[],[],[],[],Activa,['88217'],[],,
Cojín Everest Corazón Deep Rose,88226,Cojín,Página 7 / Complementos,6,[],[],[],[],[],Sublinea,Corazón Deep Rose,,[],[],[],[],Activa,['88226'],[],,
Cojín Esfera Everest Deep Rose,88242,Cojín,Página 7 / Complementos,7,[],[],[],[],[],Sublinea,Esfera Everest Deep Rose,,[],[],[],[],Activa,['88242'],[],,
Cojín Esfera Everest Nebraska,88243,Cojín,Página 7 / Complementos,8,[],[],[],[],[],Sublinea,Esfera Everest Nebraska,,[],[],[],[],Activa,['88243'],[],,
Cojín Deco,87514,Cojín,Página 7 / Complementos,9,[],[],[],[],[],Sublinea,Deco,,[],[],[],[],Activa,['87514'],[],,
Cojín Santorini,87663,Cojín,Página 7 / Complementos,10,[],[],[],[],[],Sublinea,Santorini,,[],[],[],[],Activa,['87663'],[],,
Cojín Caspio,88501,Cojín,Página 7 / Complementos,11,[],[],[],[],[],Sublinea,Caspio,,[],[],[],[],Activa,['88501'],[],,
Cojín Adana,88794,Cojín,Página 7 / Complementos,12,[],[],[],[],[],Sublinea,Adana,,[],[],[],[],Activa,['88794'],[],,
Cojín Rectangular Uxmal,88784,Cojín,Página 7 / Complementos,13,[],[],[],[],[],Sublinea,Rectangular Uxmal,,[],[],[],[],Activa,['88784'],[],,
Cojín Estaño,88516,Cojín,Página 7 / Complementos,14,[],[],[],[],[],Sublinea,Estaño,,[],[],[],[],Activa,['88516'],[],,
Cojín Arena,88755,Cojín,Página 7 / Complementos,15,[],[],[],[],[],Sublinea,Arena,,[],[],[],[],Activa,['88755'],[],,
Cojín Circular Velvet Lila,88500,Cojín,Página 7 / Complementos,16,[],[],[],[],[],Sublinea,Circular Lila,,[],[],[],[],Activa,['88500'],[],,
Funda De Cojín Velvet Mostaza,36647,Fundas De Cojín Velvet,Página 7 / Complementos,17,[],[],[],[],[],VariantesDeColor,Mostaza,,[],[],[],[],Activa,['36647'],[],,
Funda De Cojín Velvet Gris,36689,Fundas De Cojín Velvet,Página 7 / Complementos,18,[],[],[],[],[],VariantesDeColor,Gris,,[],[],[],[],Activa,['36689'],[],,
Funda De Cojín Velvet Azul,36688,Fundas De Cojín Velvet,Página 7 / Complementos,19,[],[],[],[],[],VariantesDeColor,Azul,,[],[],[],[],Activa,['36688'],[],,
Funda De Cojín Velvet Lila,87655,Fundas De Cojín Velvet,Página 7 / Complementos,20,[],[],[],[],[],VariantesDeColor,Lila,,[],[],[],[],Activa,['87655'],[],,
Funda De Cojín Velvet Mint,88542,Fundas De Cojín Velvet,Página 7 / Complementos,21,[],[],[],[],[],VariantesDeColor,Mint,,[],[],[],[],Activa,['88542'],[],,
Funda De Cojín Waffle Turquesa,88574,Fundas De Cojín,Página 7 / Complementos,22,[],[],[],[],[],Sublinea,Waffle Turquesa,,[],[],[],[],Activa,['88574'],[],,
Funda De Cojín Waffle Incienso,88573,Fundas De Cojín,Página 7 / Complementos,23,[],[],[],[],[],Sublinea,Waffle Incienso,,[],[],[],[],Activa,['88573'],[],,
Funda De Cojín Creta,86786,Fundas De Cojín,Página 7 / Complementos,25,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,['86786'],[],,
Funda De Cojín Corzo,88762,Fundas De Cojín,Página 7 / Complementos,26,[],[],[],[],[],Sublinea,Corzo,,[],[],[],[],Activa,['88762'],[],,
Funda De Cojín Cuadrado Cataluña,88793,Fundas De Cojín,Página 7 / Complementos,27,[],[],[],[],[],Sublinea,Cuadrado Cataluña,,[],[],[],[],Activa,['88793'],[],,
Funda De Cojín Mérida,87500,Fundas De Cojín,Página 7 / Complementos,28,[],[],[],[],[],Sublinea,Mérida,,[],[],[],[],Activa,['87500'],[],,
Funda De Cojín Rectangular Mumbai Beige,36629,Fundas De Cojín,Página 7 / Complementos,29,[],[],[],[],[],Sublinea,Rectangular Mumbai Beige,,[],[],[],[],Activa,['36629'],[],,
Funda De Cojín Rect Mumbai Verde,87800,Fundas De Cojín,Página 7 / Complementos,30,[],[],[],[],[],Sublinea,Rect Mumbai Verde,,[],[],[],[],Activa,['87800'],[],,
Funda De Cojín Rectangular Mumbai Gray,88586,Fundas De Cojín,Página 7 / Complementos,31,[],[],[],[],[],Sublinea,Rectangular Mumbai Gray,,[],[],[],[],Activa,['88586'],[],,
Funda De Cojín Rectangular Mumbai Sand,88588,Fundas De Cojín,Página 7 / Complementos,32,[],[],[],[],[],Sublinea,Rectangular Mumbai Sand,,[],[],[],[],Activa,['88588'],[],,
Funda De Cojín Cuadrado Mumbai Macrame,88587,Fundas De Cojín,Página 7 / Complementos,33,[],[],[],[],[],Sublinea,Cuadrado Mumbai Macrame,,[],[],[],[],Activa,['88587'],[],,
Relleno De Cojín Cuadrado Basic,35937,Rellenos De Cojín,Página 7 / Complementos,34,[],[],[],[],[],Sublinea,Cuadrado Basic,,[],[],[],[],Activa,['35937'],[],,
Relleno De Cojín Rectangular Basic,35989,Rellenos De Cojín,Página 7 / Complementos,35,[],[],[],[],[],Sublinea,Rectangular Basic,,[],[],[],[],Activa,['35989'],[],,
Relleno De Cojín Cuadrado Plus,24990,Rellenos De Cojín,Página 7 / Complementos,36,[],[],[],[],[],Sublinea,Cuadrado Plus,,[],[],[],[],Activa,['24990'],[],,
Funda De Almohada Std Novo Blush,87741,Fundas De Almohada,Página 7 / Complementos,37,[],[],[],[],[],Sublinea,Novo Blush,,[],[],[],[],Activa,['87741'],[],,
Funda De Almohada Std Novo Ultramar,87483,Fundas De Almohada,Página 7 / Complementos,38,[],[],[],[],[],Sublinea,Novo Ultramar,,[],[],[],[],Activa,['87483'],[],,
Funda De Almohada Std Novo Creta,87481,Fundas De Almohada,Página 7 / Complementos,39,[],[],[],[],[],Sublinea,Novo Creta,,[],[],[],[],Activa,['87481'],[],,
Funda De Almohada Std Velvet Gris,36254,Fundas De Almohada,Página 7 / Complementos,40,[],[],[],[],[],Sublinea,Gris,,[],[],[],[],Activa,['36254'],[],,
Funda De Almohada Std Novo Arena,88716,Fundas De Almohada,Página 7 / Complementos,41,[],[],[],[],[],Sublinea,Novo Arena,,[],[],[],[],Activa,['88716'],[],,
Funda De Almohada Std Novo Atlántico,88753,Fundas De Almohada,Página 7 / Complementos,42,[],[],[],[],[],Sublinea,Novo Atlántico,,[],[],[],[],Activa,['88753'],[],,
Funda De Almohada Std Novo Stone,88481,Fundas De Almohada,Página 7 / Complementos,43,[],[],[],[],[],Sublinea,Novo Stone,,[],[],[],[],Activa,['88481'],[],,
Funda De Almohada Std Novo Estaño,88477,Fundas De Almohada,Página 7 / Complementos,44,[],[],[],[],[],Sublinea,Novo Estaño,,[],[],[],[],Activa,['88477'],[],,
Funda De Almohada Std Novo Olivo,86622,Fundas De Almohada,Página 7 / Complementos,45,[],[],[],[],[],Sublinea,Novo Olivo,,[],[],[],[],Activa,['86622'],[],,
Funda De Almohada Std Novo Deep Rose,86621,Fundas De Almohada,Página 7 / Complementos,46,[],[],[],[],[],Sublinea,Novo Deep Rose,,[],[],[],[],Activa,['86621'],[],,
Funda De Almohada Std Velvet Mint,88483,Fundas De Almohada,Página 7 / Complementos,47,[],[],[],[],[],Sublinea,Mint,,[],[],[],[],Activa,['88483'],[],,
Funda De Almohada Europea Gris Neutral,88485,Fundas De Almohada,Página 7 / Complementos,48,[],[],[],[],[],Sublinea,Gris Neutral,,[],[],[],[],Activa,['88485'],[],,
Funda De Almohada Europea Velvet Lila,87515,Fundas De Almohada,Página 7 / Complementos,49,[],[],[],[],[],Sublinea,Lila,,[],[],[],[],Activa,['87515'],[],,
Funda De Almohada Europea Everest Deep Rose,88214,Fundas De Almohada,Página 7 / Complementos,50,[],[],[],[],[],Sublinea,Everest Deep Rose,,[],[],[],[],Activa,['88214'],[],,
Funda De Almohada Europea Everest Palena,88215,Fundas De Almohada,Página 7 / Complementos,51,[],[],[],[],[],Sublinea,Everest Palena,,[],[],[],[],Activa,['88215'],[],,
Funda De Almohada Europea Xl Everest Barrow,87247,Fundas De Almohada,Página 7 / Complementos,52,[],[],[],[],[],Sublinea,Everest Barrow,,[],[],[],[],Activa,['87247'],[],,
Funda De Almohada Europea Muselina Salvia,88705,Fundas De Almohada,Página 7 / Complementos,53,[],[],[],[],[],Sublinea,Muselina Salvia,,[],[],[],[],Activa,['88705'],[],,
Funda De Almohada Europea Waffle Turquesa,88571,Fundas De Almohada,Página 7 / Complementos,54,[],[],[],[],[],Sublinea,Waffle Turquesa,,[],[],[],[],Activa,['88571'],[],,
Funda De Almohada Europea Waffle Incienso,88572,Fundas De Almohada,Página 7 / Complementos,55,[],[],[],[],[],Sublinea,Waffle Incienso,,[],[],[],[],Activa,['88572'],[],,
Funda De Almohada Std Basic Gris,35867,Fundas De Almohada,Página 7 / Complementos,56,[],[],[],[],[],Sublinea,Basic Gris,,[],[],[],[],Activa,['35867'],[],,
Funda De Almohada Std Voga Peony,88809,Fundas De Almohada,Página 7 / Complementos,57,[],[],[],[],[],Sublinea,Voga Peony,,[],[],[],[],Activa,['88809'],[],,
Funda De Almohada Europea Voga Iris,88504,Fundas De Almohada,Página 7 / Complementos,58,[],[],[],[],[],Sublinea,Voga Iris,,[],[],[],[],Activa,['88504'],[],,
Funda De Almohada Std Voga Perla,88503,Fundas De Almohada,Página 7 / Complementos,59,[],[],[],[],[],Sublinea,Voga Perla,,[],[],[],[],Activa,['88503'],[],,
Relleno Almohada Std Balance,35838,Fundas De Almohada,Página 7 / Complementos,60,[],[],[],[],[],Sublinea,Relleno Balance,,[],[],[],[],Activa,['35838'],[],,
Bolsa De Regalo Vianney 24-25,88757,Bolsa De Regalo,Página 7 / Complementos,61,[],[],[],[],[],Sublinea,Bolsa De Regalo Vianney 24-25,,[],[],[],[],Activa,['88757'],[],,
Camino De Mesa Gde Mumbai Olivo,88790,Caminos De Mesa,Página 8 / Comedor y Sala,1,[],[],[],[],[],Sublinea,Mumbai Olivo,,[],[],[],[],Activa,['88790'],[],,
Camino De Mesa Gde Mumbai Gris,87783,Caminos De Mesa,Página 8 / Comedor y Sala,2,[],[],[],[],[],Sublinea,Mumbai Gris,,[],[],[],[],Activa,['87783'],[],,
Camino De Mesa Gde Mumbai Siena,87785,Caminos De Mesa,Página 8 / Comedor y Sala,3,[],[],[],[],[],Sublinea,Mumbai Siena,,[],[],[],[],Activa,['87785'],[],,
Camino De Mesa Gde Mumbai Incienso,88592,Caminos De Mesa,Página 8 / Comedor y Sala,4,[],[],[],[],[],Sublinea,Mumbai Incienso,,[],[],[],[],Activa,['88592'],[],,
Camino De Mesa Gde Corzo,88761,Caminos De Mesa,Página 8 / Comedor y Sala,5,[],[],[],[],[],Sublinea,Corzo,,[],[],[],[],Activa,['88761'],[],,
Camino De Mesa Gde Valencia,88854,Caminos De Mesa,Página 8 / Comedor y Sala,6,[],[],[],[],[],Sublinea,Valencia,,[],[],[],[],Activa,['88854'],[],,
Camino De Mesa Gde Ibiza,86760,Caminos De Mesa,Página 8 / Comedor y Sala,7,[],[],[],[],[],Sublinea,Ibiza,,[],[],[],[],Activa,['86760'],[],,
Camino De Mesa Gde Mumbai Atlántico,88590,Caminos De Mesa,Página 8 / Comedor y Sala,8,[],[],[],[],[],Sublinea,Mumbai Atlántico,,[],[],[],[],Activa,['88590'],[],,
Camino De Mesa Gde Mumbai Arena,87810,Caminos De Mesa,Página 8 / Comedor y Sala,9,[],[],[],[],[],Sublinea,Mumbai Arena,,[],[],[],[],Activa,['87810'],[],,
Camino De Mesa Gde Mumbai Beige,42639,Caminos De Mesa,Página 8 / Comedor y Sala,10,[],[],[],[],[],Sublinea,Mumbai Beige,,[],[],[],[],Activa,['42639'],[],,
Par Manteles Individuales Bambú,88611,Manteles Individuales,Página 8 / Comedor y Sala,11,[],[],[],[],[],Sublinea,Bambú,,[],[],[],[],Activa,['88611'],[],,
Par Manteles Individuales Oval,88610,Manteles Individuales,Página 8 / Comedor y Sala,12,[],[],[],[],[],Sublinea,Oval,,[],[],[],[],Activa,['88610'],[],,
Manteles Individuales Textura Acero,13276,Manteles Individuales,Página 8 / Comedor y Sala,13,[],[],[],[],[],Sublinea,Textura Acero,,[],[],[],[],Activa,['13276'],[],,
Manteles Individuales Gold,48501,Manteles Individuales,Página 8 / Comedor y Sala,14,[],[],[],[],[],Sublinea,Gold,,[],[],[],[],Activa,['48501'],[],,
Manteles Individuales Ajijic,87216,Manteles Individuales,Página 8 / Comedor y Sala,15,[],[],[],[],[],Sublinea,Ajijic,,[],[],[],[],Activa,['87216'],[],,
Par Manteles Individuales Japandi,87485,Manteles Individuales,Página 8 / Comedor y Sala,16,[],[],[],[],[],Sublinea,Japandi,,[],[],[],[],Activa,['87485'],[],,
Mantel Rectangular Creta,88855,Mantel,Página 8 / Comedor y Sala,17,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,['88855'],[],,
Mantel Rectangular Asturias,88858,Mantel,Página 8 / Comedor y Sala,18,[],[],[],[],[],Sublinea,Asturias,,[],[],[],[],Activa,['88858'],[],,
Mantel Rectangular Cairo,12306,Mantel,Página 8 / Comedor y Sala,19,[],[],[],[],[],Sublinea,Cairo,,[],[],[],[],Activa,['12306'],[],,
Mantel Rectangular Castilla,87906,Mantel,Página 8 / Comedor y Sala,20,[],[],[],[],[],Sublinea,Castilla,,[],[],[],[],Activa,['87906'],[],,
Cortina D Tarento,88620,Cortinas,Página 8 / Comedor y Sala,21,[],[],[],[],[],Sublinea,Cortina D Tarento,,[],[],[],[],Activa,['88620'],[],,
Cortina Trans D Mumbai Blanca,87799,Cortinas,Página 8 / Comedor y Sala,22,[],[],[],[],[],Sublinea,Cortina Trans D Mumbai Blanca,,[],[],[],[],Activa,['87799'],[],,
Cortina D Ibiza,86765,Cortinas,Página 8 / Comedor y Sala,23,[],[],[],[],[],Sublinea,Cortina D Ibiza,,[],[],[],[],Activa,['86765'],[],,
Mantel Rectangular Huerta,87844,Juego de Cocina,Página 8 / Comedor y Sala,24,[],['88893' 'Cortina C Huerta'],[],[],['87846' 'Jgo Cortinas B Huerta'],AmbienteConMiniambiente,Huerta,Juego de cocina,[],['#' 'HORIZONTAL' ''],[],[],Activa,"['87844' ""['88893' 'Cortina C Huerta']""
 ""['87846' 'Jgo Cortinas B Huerta']""]",[],,
Mantel Rectangular Flor De Durazno,88890,Juego de Cocina,Página 8 / Comedor y Sala,25,[],['88891' 'Cortinas C Flor De Durazno'],[],[],['88892' 'Jgo Cortinas B Flor De Durazno'],AmbienteConMiniambiente,Flor De Durazno,Juego de cocina,[],[],[],[],Activa,"['88890' ""['88891' 'Cortinas C Flor De Durazno']""
 ""['88892' 'Jgo Cortinas B Flor De Durazno']""]",[],,
Mantel Rectangular Puebla,12499,Juego de Cocina,Página 8 / Comedor y Sala,26,[],['11710' 'Cortinas C Puebla'],[],[],['11709' 'Jgo Cortinas B Puebla'],AmbienteConMiniambiente,Puebla,Juego de cocina,[],['#' 'DOBLE' ''],[],[],Activa,"['12499' ""['11710' 'Cortinas C Puebla']""
 ""['11709' 'Jgo Cortinas B Puebla']""]",[],,
Cojín Multiusos Porto Denim,88609,Cojín Multiusos Porto,Página 8 / Comedor y Sala,27,[],[],[],[],[],VariantesDeColor,Denim,,[],[],[],[],Activa,['88609'],[],,
Cojín Multiusos Porto Kaki,88608,Cojín Multiusos Porto,Página 8 / Comedor y Sala,28,[],[],[],[],[],VariantesDeColor,Kaki,,[],[],[],[],Activa,['88608'],[],,
Cojín Multiusos Porto Gris Glaciar,88607,Cojín Multiusos Porto,Página 8 / Comedor y Sala,29,[],[],[],[],[],VariantesDeColor,Gris Glaciar,,[],[],[],[],Activa,['88607'],[],,
Protector Silla Veli Dammar,75140,Protectores de Silla,Página 8 / Comedor y Sala,30,[],[],[],[],[],AmbienteConMiniambiente,Veli Dammar,,[],[],[],[],Activa,['75140'],[],,
Protector Silla Veli Marino,75143,Protectores de Silla,Página 8 / Comedor y Sala,31,[],[],[],[],[],AmbienteConMiniambiente,Veli Marino,,[],[],[],[],Activa,['75143'],[],,
Protector Silla Niza Kaki,88534,Protectores de Silla,Página 8 / Comedor y Sala,32,[],[],[],[],[],AmbienteConMiniambiente,Niza Kaki,,[],[],[],[],Activa,['88534'],[],,
Protector Silla Niza Café,87625,Protectores de Silla,Página 8 / Comedor y Sala,33,[],[],[],[],[],AmbienteConMiniambiente,Niza Café,,[],[],[],[],Activa,['87625'],[],,
Mandil Creta,88895,Mandiles,Página 8 / Comedor y Sala,34,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,['88895'],[],,
Mandil Estaño,88894,Mandiles,Página 8 / Comedor y Sala,35,[],[],[],[],[],Sublinea,Estaño,,[],[],[],[],Activa,['88894'],[],,
Mandil Premium,77560,Mandiles,Página 8 / Comedor y Sala,36,[],[],[],[],[],Sublinea,Premium,,[],[],[],[],Activa,['77560'],[],,
Mandil Ibiza,86764,Mandiles,Página 8 / Comedor y Sala,37,[],[],[],[],[],Sublinea,Ibiza,,[],[],[],[],Activa,['86764'],[],,
Funda De Sillón Niza Sofá Greige,87634,Funda De Sillón Niza,Página 8 / Comedor y Sala,38,[],[],[],[],[],AmbienteConMiniambiente,Greige,,[],['#' '' 'VARIANTES'],[],[],Activa,['87634'],[],,
Funda De Sillón Niza Sofá Verde,88523,Funda De Sillón Niza,Página 8 / Comedor y Sala,39,[],[],[],[],[],AmbienteConMiniambiente,Verde,,[],['#' '' 'VARIANTES'],[],[],Activa,['88523'],[],,
Funda De Sillón Niza Sofá Gris,86677,Funda De Sillón Niza,Página 8 / Comedor y Sala,40,[],[],[],[],[],AmbienteConMiniambiente,Gris,,[],['#' '' 'VARIANTES'],[],[],Activa,['86677'],[],,
Funda De Sillón Niza Sofá Mango,88526,Funda De Sillón Niza,Página 8 / Comedor y Sala,41,[],[],[],[],[],AmbienteConMiniambiente,Mango,,[],['#' '' 'VARIANTES'],[],[],Activa,['88526'],[],,
Funda De Sillón Niza Sofá Marino,87640,Funda De Sillón Niza,Página 8 / Comedor y Sala,42,[],[],[],[],[],AmbienteConMiniambiente,Marino,,[],['#' '' 'VARIANTES'],[],[],Activa,['87640'],[],,
Funda De Sillón Niza Sofá Kaki,88529,Funda De Sillón Niza,Página 8 / Comedor y Sala,43,[],[],[],[],[],AmbienteConMiniambiente,Kaki,,[],['#' '' 'VARIANTES'],[],[],Activa,['88529'],[],,
Funda De Sillón Niza Sofá Café,81009,Funda De Sillón Niza,Página 8 / Comedor y Sala,44,[],[],[],[],[],AmbienteConMiniambiente,Café,,[],['#' '' 'VARIANTES'],[],[],Activa,['81009'],[],,
